Fraud,Consumer State Name Cleansed,Blank,DC Only,Fraud Only,IDT Only,Parameter DWM,Product Product Code Desc,Tooltip lt 100 text,# Reports by Category Overall PSC State,# Reports by Category Overall State,% reporting loss,F1,Median Losses by Category Overall State,Median Losses by Category Overall State PSC,Number of Records,Reporting a Loss State,State Total Reports,Total Losses by Category Overall State,Total Losses by Category Overall State PSC
Other,South Dakota,,False,False,False,By Day,Lending: Student Loans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,43,20.930232558,5373,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Negative Online Reviews,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5374,173.1,45,1,9,154,12527.36,45
Other,South Dakota,,False,False,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,43,20.930232558,5375,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Television: Satellite & Cable,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,43,20.930232558,5376,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Third Party Debt Collection,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,43,20.930232558,5377,173.1,,1,9,154,12527.36,0
Other,Wyoming,,False,False,False,By Day,Auto: Sales – Used,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5735,510,1125,1,21,154,19450.01,1125
Other,Wyoming,,False,False,False,By Day,"Banks, Savings & Loans, and Credit Unions","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,47,44.680851064,5736,510,,1,21,154,19450.01,0
Other,Wyoming,,False,False,False,By Day,Computers: Equipment\Software,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5737,510,,1,21,154,19450.01,0
Other,Wyoming,,False,False,False,By Day,Credit Cards,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,47,44.680851064,5738,510,,1,21,154,19450.01,0
Other,Wyoming,,False,False,False,By Day,Creditor Debt Collection,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,47,44.680851064,5739,510,,1,21,154,19450.01,0
Other,Wyoming,,False,False,False,By Day,Education: Colleges and Universities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5740,510,,1,21,154,19450.01,0
Other,Wyoming,,False,False,False,By Day,Education: Trade\Vocational Schools,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5741,510,2895,1,21,154,19450.01,2895
Other,Wyoming,,False,False,False,By Day,Health Care Provider Billing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5742,510,,1,21,154,19450.01,0
Other,Wyoming,,False,False,False,By Day,Health Care: Eye Care,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5743,510,100,1,21,154,19450.01,100
Other,Wyoming,,False,False,False,By Day,Health Care: Other Medical Treatments,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,47,44.680851064,5744,510,510,1,21,154,19450.01,1535
Other,Wyoming,,False,False,False,By Day,Health Care: Other Products\Supplies,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,47,44.680851064,5745,510,1447,1,21,154,19450.01,2894
Other,Wyoming,,False,False,False,By Day,Home Appliances,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5746,510,22.04,1,21,154,19450.01,22.04
Other,Wyoming,,False,False,False,By Day,Home Repair,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5747,510,,1,21,154,19450.01,0
Other,Wyoming,,False,False,False,By Day,Housing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,47,44.680851064,5748,510,2040,1,21,154,19450.01,7836.16
Other,Wyoming,,False,False,False,By Day,Jewelry\Watches,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5749,510,,1,21,154,19450.01,0
Other,Wyoming,,False,False,False,By Day,Lending: Other Institutions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5750,510,,1,21,154,19450.01,0
Other,Wyoming,,False,False,False,By Day,Lending: Payday Loans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5751,510,,1,21,154,19450.01,0
Other,Wyoming,,False,False,False,By Day,Lending: Student Loans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5752,510,,1,21,154,19450.01,0
Other,Wyoming,,False,False,False,By Day,Negative Online Reviews,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5753,510,67.38,1,21,154,19450.01,67.38
Other,Wyoming,,False,False,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",13,47,44.680851064,5754,510,219.95,1,21,154,19450.01,2955.43
Other,Wyoming,,False,False,False,By Day,Video and Internet Gaming\Virtual Reality,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,47,44.680851064,5755,510,20,1,21,154,19450.01,20
Other,Alaska,,False,False,False,By Day,Auto: Renting & Leasing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3478,440.01,100,1,20,184,30034.14,100
Other,Alaska,,False,False,False,By Day,Auto: Sales – New,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3479,440.01,4000,1,20,184,30034.14,4000
Other,Alaska,,False,False,False,By Day,Auto: Sales – Used,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,55,36.363636364,3480,440.01,10000,1,20,184,30034.14,10000
Other,Alaska,,False,False,False,By Day,Auto: Warranty Plans & Services,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3481,440.01,,1,20,184,30034.14,0
Other,Alaska,,False,False,False,By Day,"Banks, Savings & Loans, and Credit Unions","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,55,36.363636364,3482,440.01,2500,1,20,184,30034.14,9974.48
Other,Alaska,,False,False,False,By Day,Computers: Equipment\Software,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,55,36.363636364,3483,440.01,346,1,20,184,30034.14,346
Other,Alaska,,False,False,False,By Day,Credit Bureaus,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,55,36.363636364,3484,440.01,,1,20,184,30034.14,0
Other,Alaska,,False,False,False,By Day,Credit Cards,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,55,36.363636364,3485,440.01,70.2,1,20,184,30034.14,70.2
Other,Alaska,,False,False,False,By Day,Creditor Debt Collection,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3486,440.01,,1,20,184,30034.14,0
Other,Alaska,,False,False,False,By Day,Education: Colleges and Universities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,55,36.363636364,3487,440.01,59.99,1,20,184,30034.14,59.99
Other,Alaska,,False,False,False,By Day,Health Care: Other Medical Treatments,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,55,36.363636364,3488,440.01,99,1,20,184,30034.14,99
Other,Alaska,,False,False,False,By Day,Health Care: Other Products\Supplies,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3489,440.01,600,1,20,184,30034.14,600
Other,Alaska,,False,False,False,By Day,Home Appliances,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3490,440.01,45.95,1,20,184,30034.14,45.95
Other,Alaska,,False,False,False,By Day,Housing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3491,440.01,534.02,1,20,184,30034.14,534.02
Other,Alaska,,False,False,False,By Day,Jewelry\Watches,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3492,440.01,,1,20,184,30034.14,0
Other,Alaska,,False,False,False,By Day,Lending: Mortgage,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3493,440.01,,1,20,184,30034.14,0
Other,Alaska,,False,False,False,By Day,Lending: Student Loans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3494,440.01,,1,20,184,30034.14,0
Other,Alaska,,False,False,False,By Day,Negative Online Reviews,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3495,440.01,,1,20,184,30034.14,0
Other,Alaska,,False,False,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",16,55,36.363636364,3496,440.01,119,1,20,184,30034.14,4067.5
Other,Alaska,,False,False,False,By Day,Television: Satellite & Cable,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3497,440.01,137,1,20,184,30034.14,137
Other,Alaska,,False,False,False,By Day,Third Party Debt Collection,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,55,36.363636364,3498,440.01,,1,20,184,30034.14,0
Other,Vermont,,False,False,False,By Day,Auto: Financing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,73,26.027397260,5528,562.79,,1,19,233,34687.24,0
Other,Vermont,,False,False,False,By Day,Auto: Renting & Leasing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,73,26.027397260,5529,562.79,193.32,1,19,233,34687.24,193.32
Other,Vermont,,False,False,False,By Day,Auto: Sales – New,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,73,26.027397260,5530,562.79,1800,1,19,233,34687.24,1800
Other,Vermont,,False,False,False,By Day,Auto: Sales – Used,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,73,26.027397260,5531,562.79,2684.5,1,19,233,34687.24,5369
Other,Vermont,,False,False,False,By Day,"Banks, Savings & Loans, and Credit Unions","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,73,26.027397260,5532,562.79,109.02,1,19,233,34687.24,5149.02
Other,Vermont,,False,False,False,By Day,Credit Bureaus,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,73,26.027397260,5533,562.79,,1,19,233,34687.24,0
Other,Vermont,,False,False,False,By Day,Credit Cards,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",14,73,26.027397260,5534,562.79,,1,19,233,34687.24,0
Other,Vermont,,False,False,False,By Day,Digital Media\Streaming,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,73,26.027397260,5535,562.79,19.49,1,19,233,34687.24,19.49
Other,Vermont,,False,False,False,By Day,Education: Colleges and Universities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,73,26.027397260,5536,562.79,1020,1,19,233,34687.24,1020
Other,Vermont,,False,False,False,By Day,Health Care: Eye Care,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,73,26.027397260,5537,562.79,535,1,19,233,34687.24,1297.79
Other,Vermont,,False,False,False,By Day,Health Care: Other Medical Treatments,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,73,26.027397260,5538,562.79,1535,1,19,233,34687.24,3070
Other,Vermont,,False,False,False,By Day,Health Care: Other Products\Supplies,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,73,26.027397260,5539,562.79,,1,19,233,34687.24,0
Other,Vermont,,False,False,False,By Day,Home Repair,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,73,26.027397260,5540,562.79,,1,19,233,34687.24,0
Other,Vermont,,False,False,False,By Day,Housing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,73,26.027397260,5541,562.79,5693.81,1,19,233,34687.24,11387.62
Other,Vermont,,False,False,False,By Day,Jewelry\Watches,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,73,26.027397260,5542,562.79,170,1,19,233,34687.24,170
